DB.ID,DB.REVISION,PUB.CitationKey,PUB.Title,PUB.Author,PUB.Year,PUB.Link,PUB.Citations,PUB.CitationsPerYear,META.Name,META.Description,META.SPECIFIC_NEW_USE_CASE,META.SCOPE,META.FOCUS,META.GOAL,META.TOPIC,META.SETTING,MAPPING.HAS_MAPPING,MAPPING.FROM,MAPPING.ORIGIN,MAPPING.TO,MAPPING.CONCEPT,MAPPING.REPRESENTATION,MAPPING.MEANING,MAPPING.LEVEL,OUTPUT.ACTIVATION,OUTPUT.TRANSITION_TO_FOREGROUND,OUTPUT.MODALITY,OUTPUT.ACCESS,OUTPUT.INFORMATION_BANDWIDTH,OUTPUT.TECH,OUTPUT.SIMILARITY,EVAL.HAS_EVALUATION,EVAL.SAMPLE_SIZE,EVAL.TIME_PERIOD,EVAL.SETTING,EVAL.STUDY_GROUP,EVAL.DEVSTAGE,EVAL.USABILITY,EVAL.COGNITIVE_LOAD,EVAL.CHANGED_BEHAVIOUR,META.PSYCHOLOGICAL_GROUNDING,OUTPUT.INFORMATION_PPP,OUTPUT.BACKGROUND_EMBEDDING,OUTPUT.CUSTOM_HARDWARE,OUTPUT.CUSTOM_HARDWARE_ISSUES,OUTPUT.REMOTE_UPDATABILITY,OUTPUT.TEMPORAL_CONTEXT,OUTPUT.UPDATE_DYNAMIC,OUTPUT.AESTHETIC_EMPHASIS
36f373cec5b,1,davariOcclusionManagementTechniques2020,Occlusion Management Techniques for Everyday Glanceable AR Interfaces,"Davari, Shakiba and Tech, Virginia and Lu, Feiyu and Tech, Virginia and Bowman, Doug A and Tech, Virginia",2020,,,,Glanceable AR Occlusion Management Techniques,Eight AR head-worn display techniques that manage occlusion of the real world by glanceable virtual content using translucency or repositioning,YES,"ADAIS,UI","CONCEPT,DEFTAX,EVAL","INCREASE_AWARENESS,AID_IN_ACTIVITY","EVENTS,SOCIAL,ENVIRONMENT,HEALTH",HOME,,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,POS",PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,32,HOURS,IN_LAB,USERS,SIMULATION,"QUESTIONNAIRE,INTERVIEW,OBSERVATION,USAGE_STATISTIC,TASK_PERFORMANCE",[NA],[NA],NONE,"PRESENCE,PULL",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
f3d4d636774,1,odomUnpackingThinkingMaking2019,Unpacking the Thinking and Making Behind a Slow Technology Research Product with Slow Game,"Odom, William and Bertran, Ishac and Hertz, Garnet and Lin, Henry and Cen, Amy Yo Sue and Harkness, Matt and Wakkary, Ron",2019,,,,Slow Game,"A small 5cm wooden cube with a low-resolution 64-LED display muted through a veneer, playing the game 'snake' that advances about one move every 18 hours",YES,"TUI,ADAIS","PROTOTYPE,ISSUES",OTHER,OTHER,HOME,,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,HOUSEHOLD,HIGH,LED,FAMILIAR,NO,,,,,,,,,NONE,PRESENCE,"PERIPHERAL_PLACEMENT,CAMOUFLAGE",YES,"FAILURE,FABRICATION",NOT_MENTIONED,,,
77221f64f0c,1,matthewsEvaluatingGlanceableVisuals2006,Evaluating Glanceable Visuals for Multitasking,"Matthews, Tara Lynn and Blais, Devin and Shick, Aubrey and Mankoff, Jennifer and Forlizzi, Jodi and Rohrbach, Stacie and Klatzky, Roberta",2006,,,,Glanceable Visuals for Multitasking,Glanceable email peripheral display on a second monitor showing graphic renditions of email sender groups,NO,ADAIS,EVAL,"INCREASE_AWARENESS,AID_IN_ACTIVITY",EVENTS,WORKPLACE,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,SCREEN,ARTIFICIAL,YES,75,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,TASK_PERFORMANCE,OBSERVATION",DUAL_TASK,[NA],"PERIPHERAL_ATTENTION,SALIENCE",PUSH,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
5ad3c27c906,1,tuguiCalmTechnologiesFuture2009,Calm Technologies as the Future Goal of Information Technologies,"Tugui, Alexandru",2009,http://services.igi-global.com/resolvedoi/resolve.aspx?doi=10.4018/978-1-60566-014-1.ch026,,,Calm Technology,A conceptual framework for calm technologies that inform without overburdening and shift between center and periphery of attention,NO,"AMI,ADAIS","CONCEPT,ISSUES",INCREASE_AWARENESS,OTHER,OTHER,,,,,,,,,,,[NA],,,,NA,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
c5bf36a02cc,1,yamadaPeripheralAgentImplementation2013,Peripheral Agent: Implementation of Peripheral Cognition Technology,"Yamada, Seiji and Mori, Naoki and Kobayashi, Kazuki",2013,https://dl.acm.org/doi/10.1145/2468356.2468661,,,Peripheral Agent,"A human-like software agent that appears on a display in the visual-field-narrowing region to notify users of email, micro-blog and application updates only when interruptible",YES,"ADAIS,UI","DEV,PROTOTYPE,EVAL",NOTIFICATION,EVENTS,"WORKPLACE,HOME",,,,,,,,,EVENT,CHANGE_BLIND,VISUAL,PERSONAL,LOW,SCREEN,ARTIFICIAL,YES,35,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,TASK_PERFORMANCE",QUESTIONNAIRE,[NA],"PERIPHERAL_ATTENTION,SALIENCE,COGNITIVE_LOAD","PUSH,PULL",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
293f1a8b2c7,1,hohlCalmTechnologies202009,Calm Technologies 2.0: Visualising Social Data as an Experience in Physical Space,"Hohl, Michael",2009,,,,Webpresence,"A silent fan billows a curtain for three seconds each time a visitor arrives at the project website, representing the virtual visit as a physical draft in the office space",YES,ADAIS,"PROTOTYPE,CONCEPT,USECASE","INCREASE_AWARENESS,NOTIFICATION",SOCIAL,WORKPLACE,,,,,,,,,EVENT,CHANGE_BLIND,"VISUAL,AIRMOVE",GROUP,LOW,MOTOR,FAMILIAR,NO,,,,,,,,,NONE,PUSH,"PERIPHERAL_PLACEMENT,MIMICRY",YES,NONE,NOT_MENTIONED,,,
ae79a583c29,1,bealeAmbientArtInformation,Ambient Art: Information Without Attention,"Beale, Russell",,,,,Ambient Art,Screen/projected abstract artwork (Mondrian-inspired) that transforms based on movement and activity of people in a building foyer,YES,ADAIS,"CONCEPT,PROTOTYPE,DEV,USECASE",INCREASE_AWARENESS,"SOCIAL,EVENTS","WORKPLACE,URBAN",,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PUBLIC,MEDIUM,"SCREEN,PROJECTION",ART,YES,50,WEEKS,IN_SITU,USERS,PROTOTYPE,"COMMENTS,INTERVIEW",[NA],[NA],"AWARENESS_CONSCIOUSNESS,PERIPHERAL_ATTENTION",PRESENCE,CAMOUFLAGE,NO,NA,NOT_MENTIONED,,,
38d97a29348,1,hoMeasuringGlanceLegibility2016,Measuring Glance Legibility of Wearable Heads-Up Display Interfaces Using an Adaptive Staircase Procedure: A Study with Google Glass,"Ho, Anson and Maritan, Catherine and Sullivan, Jeffery and Cheng, Eric and Cao, Shi",2016,https://journals.sagepub.com/doi/10.1177/1541931213601470,,,Google Glass HUD Interface (Glance Legibility Study),"A wearable transparent heads-up display (Google Glass) presenting text and images in the top-right corner of the user's vision, evaluated for glance legibility of two interface layouts",NO,UI,EVAL,AID_IN_ACTIVITY,OTHER,OTHER,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,MEDIUM,PROJECTION,ARTIFICIAL,YES,11,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,TASK_PERFORMANCE",QUESTIONNAIRE,[NA],PERIPHERAL_ATTENTION,PRESENCE,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
51cd5b76ac9,1,gronbaekKirigamiTableDesigningProxemic2020,KirigamiTable: Designing for Proxemic Transitions with a Shape-Changing Tabletop,"Grønbæk, Jens Emil and Rasmussen, Majken Kirkegaard and Halskov, Kim and Petersen, Marianne Graves",2020,https://dl.acm.org/doi/10.1145/3313831.3376834,,,KirigamiTable,An actuated shape-changing tabletop using a kirigami actuator with dynamic projection mapping that transforms between three shapes to support proxemic transitions in collaborative work.,YES,"TUI,UI","PROTOTYPE,DEV,ISSUES",AID_IN_ACTIVITY,OTHER,"WORKPLACE,EDUCATION",,,,,,,,,USER,DEMAND_ATTENTION,"VISUAL,SHAPE",GROUP,HIGH,"PROJECTION,MOTOR",FAMILIAR,NO,,,,,,,,,NONE,"PULL,PRESENCE",[NA],YES,FABRICATION,NOT_MENTIONED,CURRENT,MEDIUM,MEDIUM
b1ce2bc92e2,1,engertSTRAIDEResearchPlatform2022,STRAIDE: A Research Platform for Shape-Changing Spatial Displays Based on Actuated Strings,"Engert, Severin and Klamka, Konstantin and Peetz, Andreas and Dachselt, Raimund",2022,https://dl.acm.org/doi/10.1145/3491102.3517462,,,STRAIDE,A string-actuated shape-changing spatial display that levitates illuminated elements in mid-air to form dynamic visualizations,YES,"ADAIS,TUI,UI","PROTOTYPE,DEV,USECASE","INCREASE_AWARENESS,NOTIFICATION,AID_IN_ACTIVITY","RESOURCES,EVENTS,ENVIRONMENT,OTHER","HOME,EDUCATION",,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,SHAPE,POS",HOUSEHOLD,HIGH,"MOTOR,LED","ART,ARTIFICIAL",YES,3,MONTHS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW",[NA],[NA],NONE,"PRESENCE,PULL",CAMOUFLAGE,YES,"NOISE,FABRICATION,FAILURE",NOT_MENTIONED,CURRENT,MEDIUM,HIGH
a498893da6f,1,danielExploringAxisymmetricShapeChanges2021,Exploring Axisymmetric Shape-Change’s Purposes and Allure for Ambient Display: 16 Potential Use Cases and a Two-Month Preliminary Study on Daily Notifications,"Daniel, Maxime and Rivière, Guillaume",2021,https://dl.acm.org/doi/10.1145/3430524.3442452,,,CairnFORM,Cylindrical axisymmetric shape-changing display of stacked expandable illuminated rings showing local renewable energy production forecasts in the workplace,YES,"ADAIS,TUI","USECASE,EVAL,PROTOTYPE","NOTIFICATION,BEHAVIOURAL_CHANGE,AID_IN_ACTIVITY","RESOURCES,ENVIRONMENT",WORKPLACE,,,,,,,,,EVENT,MAKE_AWARE,"VISUAL,SHAPE",GROUP,HIGH,"LED,MOTOR","ART,ASSOCIATED",YES,6,MONTHS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,COMMENTS,USAGE_STATISTIC,TASK_PERFORMANCE",[NA],"OBJECTIVE,SUBJECTIVE",NONE,"PUSH,PRESENCE",PERIPHERAL_PLACEMENT,YES,NOISE,NO,"CURRENT,FUTURE",MEDIUM,HIGH
002a340b52d,1,zhouMossWaterLivingMedia2021,MossWater: A Living Media Interface for Encouraging Office Workers’ Daily Water Intake,"Zhou, Ying and Chen, Yingqiao and Zhou, Leijing and Luo, Shijian",2021,https://dl.acm.org/doi/10.1145/3411763.3451648,,,MossWater,"A moss in a 3D-printed pot that is watered when the user drinks and dries over time, using moss appearance and water sounds to encourage office workers' water intake",YES,"ADAIS,AMI,TUI","PROTOTYPE,USECASE","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS",HEALTH,WORKPLACE,,,,,,,,,USER,MAKE_AWARE,"VISUAL,AUDIO",PERSONAL,MEDIUM,"MOTOR,SPEAKER","FAMILIAR,ASSOCIATED",YES,5,HOURS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,OBSERVATION",[NA],SUBJECTIVE,NONE,"PRESENCE,PUSH","MIMICRY,PERIPHERAL_PLACEMENT",YES,NONE,NOT_MENTIONED,CURRENT,MEDIUM,MEDIUM
0db4178ca0b,1,fungLightPlayUsingExternal2022,LightPlay: Using an External Ambient Lighting Strip for Video Game Indicators,"Fung, Kin Pong and Rogers, Katja and Hallifax, Stuart and Woodside, Gabrielle S. and Vogel, Daniel and Nacke, Lennart E.",2022,https://dl.acm.org/doi/10.1145/3549504,,,LightPlay,LED strip mounted around the back border of a monitor that displays directional in-game indicators pointing to objects/targets in a first-person video game,YES,ADAIS,"PROTOTYPE,EVAL,USECASE","NOTIFICATION,AID_IN_ACTIVITY","EVENTS,OTHER","HOME,OTHER",,,,,,,,,EVENT,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,LED,ARTIFICIAL,YES,30,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,TASK_PERFORMANCE",QUESTIONNAIRE,[NA],PERIPHERAL_ATTENTION,PUSH,PERIPHERAL_PLACEMENT,YES,FABRICATION,NOT_MENTIONED,CURRENT,FAST,LOW
f9227a8d581,1,kunikataCustomizabilityPreventingLoss2022,Customizability in Preventing Loss of Interest in Ambient Displays for Behavior Change,"Kunikata, Shiori and Fujinami, Kaori",2022,,,,Customizable Persuasive Ambient Display (tree growth metaphor),A touchscreen ambient display showing a customizable virtual tree that grows with the user's non-sedentary activity at home to encourage active living,YES,ADAIS,"PROTOTYPE,EVAL,ISSUES",BEHAVIOURAL_CHANGE,HEALTH,HOME,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,PERSONAL,HIGH,SCREEN,ASSOCIATED,YES,6,MONTHS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,USAGE_STATISTIC",[NA],"SUBJECTIVE,OBJECTIVE",NONE,"PRESENCE,PULL",PERIPHERAL_PLACEMENT,YES,FAILURE,NOT_MENTIONED,HISTORY,MEDIUM,MEDIUM
75c97b4d4c9,1,thompsonAmbiDotsAmbientInterface2021,AmbiDots: An Ambient Interface to Mediate Casual Social Settings through Peripheral Interaction,"Thompson, Edward and Potts, Dominic and Hardy, John and Porter, Barry and Houben, Steven",2021,https://dl.acm.org/doi/10.1145/3520495.3520504,,,AmbiDots,Projected coloured firefly-like dots on a flat surface that react to objects and motions to mediate casual social interactions,YES,"ADAIS,TUI","PROTOTYPE,USECASE,CONCEPT,EVAL","AID_IN_ACTIVITY,OTHER",SOCIAL,"SOCIAL,WORKPLACE",,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PARTNERSHIP,LOW,PROJECTION,ART,YES,22,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,OBSERVATION,USAGE_STATISTIC",[NA],"SUBJECTIVE,OBJECTIVE",NONE,PRESENCE,"PERIPHERAL_PLACEMENT,MIMICRY",YES,NONE,NOT_MENTIONED,CURRENT,FAST,HIGH
9df9e82a951,1,morrison-smithAmbiteamProvidingTeam2021,Ambiteam: Providing Team Awareness through Ambient Displays,"Morrison-Smith, Sarah and Ruiz, Jaime and Chilton, Lydia",2021,,,,AmbiTeam,A tablet-based ambient display showing area graphs of team members' file-change activity to convey collaborators' project effort,YES,ADAIS,"PROTOTYPE,USECASE,EVAL",INCREASE_AWARENESS,"SOCIAL,EVENTS",WORKPLACE,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,10,WEEKS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW",[NA],SUBJECTIVE,NONE,PRESENCE,PERIPHERAL_PLACEMENT,NO,[NA],NOT_MENTIONED,HISTORY,MEDIUM,LOW
841dbbd65e5,1,sakashitaRemoteCoDeRoboticEmbodiment2022,RemoteCoDe: Robotic Embodiment for Enhancing Peripheral Awareness in Remote Collaboration Tasks,"Sakashita, Mose and Ricci, E. Andy and Arora, Jatin and Guimbretière, François",2022,https://dl.acm.org/doi/10.1145/3512910,,,RemoteCoDe,A 2-DOF articulated display robot that renders a remote collaborator's face and mirrors their head orientation to convey their locus of attention during remote design tasks,YES,"ADAIS,UI","PROTOTYPE,DEV,EVAL","INCREASE_AWARENESS,AID_IN_ACTIVITY",SOCIAL,WORKPLACE,,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,POS",PARTNERSHIP,MEDIUM,"SCREEN,MOTOR,ROBOT",ARTIFICIAL,YES,13,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,TASK_PERFORMANCE,OBSERVATION",QUESTIONNAIRE,OBJECTIVE,NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NOISE,NOT_MENTIONED,CURRENT,FAST,LOW
2e5eb451d50,1,jiVRBubbleEnhancingPeripheral2022,VRBubble: Enhancing Peripheral Awareness of Avatars for People with Visual Impairments in Social Virtual Reality,"Ji, Tiger and Cochran, Brianna R. and Zhao, Yuhang",2022,http://arxiv.org/abs/2208.11071,,,VRBubble,Audio-based VR technique that provides spatial audio feedback about surrounding avatars based on social-distance bubbles for people with visual impairments,YES,"ADAIS,UI","PROTOTYPE,EVAL,USECASE","INCREASE_AWARENESS,ASSISTED_LIVING,NOTIFICATION",SOCIAL,SOCIAL,,,,,,,,,EVENT,MAKE_AWARE,AUDIO,PERSONAL,HIGH,SPEAKER,ARTIFICIAL,YES,12,HOURS,IN_LAB,USERS,WOZ,"QUESTIONNAIRE,INTERVIEW,COMMENTS,OBSERVATION,TASK_PERFORMANCE",[NA],[NA],NONE,PUSH,PERIPHERAL_PLACEMENT,NO,[NA],NOT_MENTIONED,CURRENT,FAST,MEDIUM
ad2b0c301e7,1,liTravelogueRepresentingIndoor2022,Travelogue: Representing Indoor Trajectories as Informative Art,"Li, Yunzhi and Cheng, Tingyu and Dhekne, Ashutosh",2022,https://dl.acm.org/doi/10.1145/3491101.3519834,,,Travelogue,A picture-frame-like self-contained display that senses indoor human movement via wireless signals and renders it as informative art,YES,"ADAIS,AS","PROTOTYPE,USECASE","INCREASE_AWARENESS,BEHAVIOURAL_CHANGE",HEALTH,HOME,,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PUBLIC,HIGH,SCREEN,"FAMILIAR,ART",YES,12,HOURS,IN_PRESENTATION,USERS,SIMULATION,INTERVIEW,[NA],SUBJECTIVE,NONE,PRESENCE,CAMOUFLAGE,YES,NONE,NOT_MENTIONED,"CURRENT,HISTORY",FAST,HIGH
f764175566f,1,chuangElementAmbientDisplay2022,Element: An Ambient Display System for Evoking Self-Reflections and Supporting Social-Interactions in a Workspace,"Chuang, Yaliang and Gallegos Nieto, Jose E",2022,https://dl.acm.org/doi/10.1145/3491101.3519721,,,Element,A light fixture (table/pendant lamp) that displays a user's emotional engagement level via color and shape change based on GSR biodata,YES,ADAIS,"PROTOTYPE,USECASE,ISSUES","INCREASE_AWARENESS,OTHER","HEALTH,SOCIAL",WORKPLACE,,,,,,,,,CONTINUOUS,CHANGE_BLIND,"VISUAL,SHAPE",GROUP,MEDIUM,"LED,MOTOR",FAMILIAR,YES,10,WEEKS,IN_LAB,USERS,PROTOTYPE,"INTERVIEW,COMMENTS,OBSERVATION",[NA],SUBJECTIVE,NONE,PRESENCE,"AUGMENTATION,PERIPHERAL_PLACEMENT",YES,FAILURE,NOT_MENTIONED,CURRENT,FAST,MEDIUM
293170aa506,1,clarkSoundsHealthUsing2022,Sounds of Health: Using Personalized Sonification Models to Communicate Health Information,"Clark, Matthew and Doryab, Afsaneh",2022,https://dl.acm.org/doi/10.1145/3570346,,,Sounds of Health,Personalized sonification models that convert health/wellness status into customized music melodies played on personal devices,YES,"ADAIS,IOT","PROTOTYPE,EVAL,USECASE","INCREASE_AWARENESS,BEHAVIOURAL_CHANGE",HEALTH,"HOME,OTHER",,,,,,,,,USER,USER_POLL,AUDIO,PERSONAL,MEDIUM,SPEAKER,ASSOCIATED,YES,55,WEEKS,IN_SITU,USERS,PROTOTYPE,QUESTIONNAIRE,[NA],[NA],NONE,PULL,INVISIBILITY,NO,[NA],NOT_MENTIONED,CURRENT,SLOW,MEDIUM
b7fc7b534bd,1,figalovaAmbientLightConveying2022,Ambient Light Conveying Reliability Improves Drivers’ Takeover Performance without Increasing Mental Workload,"Figalová, Nikol and Chuang, Lewis L. and Pichen, Jürgen and Baumann, Martin and Pollatos, Olga",2022,https://www.mdpi.com/2414-4088/6/9/73,,,Ambient Light Conveying Reliability,LED strip mounted around the vehicle windshield that changes colour (green-yellow-orange-red) to continuously communicate the current reliability level of an automated vehicle,YES,ADAIS,"PROTOTYPE,EVAL","INCREASE_AWARENESS,AID_IN_ACTIVITY,NOTIFICATION",SAFETY,TRANSPORT,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,LED,ARTIFICIAL,YES,42,HOURS,IN_LAB,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,TASK_PERFORMANCE","QUESTIONNAIRE,PHYSIOLOGICAL",OBJECTIVE,"PERIPHERAL_ATTENTION,SALIENCE",PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,"CURRENT,FUTURE",MEDIUM,LOW
5d75748588d,1,brooksArtsITInteractivityGame2023,"ArtsIT, Interactivity and Game Creation: 11th EAI International Conference, ArtsIT 2022, Faro, Portugal, November 21-22, 2022, Proceedings",,2023,https://link.springer.com/10.1007/978-3-031-28993-4,,,I'm Watching You/Me (IMWYM) / [IN]Musicality,"An interactive VR installation that converts handmade spherical perspective drawings into navigable 360 virtual environments in real time, paired with music",YES,UI,"PROTOTYPE,USECASE,ISSUES",OTHER,OTHER,SOCIAL,,,,,,,,,USER,USER_POLL,"VISUAL,AUDIO",PUBLIC,HIGH,"PROJECTION,SCREEN,SPEAKER",ART,YES,,HOURS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,COMMENTS,USAGE_STATISTIC",[NA],[NA],NONE,PULL,[NA],YES,"FABRICATION,FAILURE",NOT_MENTIONED,CURRENT,FAST,HIGH
12b6195cb2c,1,murnaneNarrativeBasedVisualFeedback2023,Narrative-Based Visual Feedback to Encourage Sustained Physical Activity: A Field Trial of the WhoIsZuki Mobile Health Platform,"Murnane, Elizabeth L. and Glazko, Yekaterina S. and Costa, Jean and Yao, Raymond and Zhao, Grace and Moya, Paula M. L. and Landay, James A.",2023,https://dl.acm.org/doi/10.1145/3580786,,,WhoIsZuki,Smartphone lockscreen/wallpaper display showing a comic-like narrative that encodes tracked physical activity and progress toward exercise goals,YES,ADAIS,"EVAL,USECASE","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS",HEALTH,"EXERCISE,HOME",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,MEDIUM,SCREEN,ART,YES,39,MONTHS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,COMMENTS,USAGE_STATISTIC",[NA],"SUBJECTIVE,OBJECTIVE",NONE,"PRESENCE,PUSH",AUGMENTATION,NO,[NA],NOT_MENTIONED,"CURRENT,HISTORY",SLOW,HIGH
39d812edcdc,1,kitamuraAmbientDisplayUtilizing2025,Ambient Display Utilizing Anisotropy of Tatami,"Kitamura, Riku and Yamada, Kenji and Yamamoto, Takumi and Sugiura, Yuta",2025,https://dl.acm.org/doi/10.1145/3689050.3704924,,,Ambient Display Utilizing Anisotropy of Tatami,"Tatami mats whose woven igusa fibers change reflective color with orientation, arranged as static art or motor-rotated pixels to display images and animations",YES,"ADAIS,TUI","PROTOTYPE,DEV,USECASE",OTHER,OTHER,"HOME,SOCIAL",,,,,,,,,CONTINUOUS,USER_POLL,"VISUAL,POS",PUBLIC,HIGH,MOTOR,"FAMILIAR,ART",NO,,,,,,,,,NONE,PRESENCE,"AUGMENTATION,CAMOUFLAGE",YES,OTHER,NOT_MENTIONED,CURRENT,FAST,HIGH
61175324c3b,1,schwarzerExploringMobilityBehavior2023,Exploring Mobility Behavior Around Ambient Displays Using Clusters of Multi-dimensional Walking Trajectories,"Schwarzer, Jan and Fietkau, Julian and Fuchs, Laurenz and Draheim, Susanne and Von Luck, Kai and Koch, Michael",2023,https://dl.acm.org/doi/10.1145/3544549.3585661,,,Ambient displays in agile software development environment,"Two custom ambient displays deployed in a professional agile software development environment, studied via walking trajectories of passersby",NO,"ADAIS,AS","DEV,EVAL",UNSTATED,OTHER,WORKPLACE,,,,,,,,,,,VISUAL,PUBLIC,,,[NA],NO,,,,,,,,,NONE,,,YES,NONE,NOT_MENTIONED,,,
ed2660960fe,1,wolfSchlusslichtAmbientDisplay2024,“Schlusslicht”: An Ambient Display to Keep Kids and Parents in the Loop When Managing Playing Time and Disengaging From Games,"Wolf, Marvin and Alexandrovsky, Dmitry and Gerling, Kathrin and Alsheail, Meshaiel and Opp, Merlin Steven",2024,https://dl.acm.org/doi/10.1145/3628516.3661162,,,Schlusslicht,A bar-shaped tangible LED light display positioned near the TV that visualizes gaming session progress and remaining playtime for children and guardians.,YES,"ADAIS,TUI,IOT","PROTOTYPE,USECASE","INCREASE_AWARENESS,AID_IN_ACTIVITY,BEHAVIOURAL_CHANGE","EVENTS,OTHER",HOME,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,FAMILY,MEDIUM,LED,ARTIFICIAL,NO,,,,,,,,,NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,"CURRENT,FUTURE",MEDIUM,MEDIUM
31cff93db19,1,zhengAwarenessActionAmbient2025,From Awareness to Action: Ambient Display and Customizable Attention Signals for Self-regulated Smartphone Usage,"Zheng, Jian and Seo, Subin and Choe, Eun Kyoung",2025,https://dl.acm.org/doi/10.1145/3749507,,,TIMER,Android app showing current phone usage session length as a dynamic number in the status bar with customizable attention signals to reduce problematic smartphone use,YES,ADAIS,"PROTOTYPE,EVAL,USECASE","INCREASE_AWARENESS,BEHAVIOURAL_CHANGE",HEALTH,OTHER,,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,AUDIO,HAPTIC",PERSONAL,HIGH,SCREEN,ARTIFICIAL,YES,41,WEEKS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,INTERVIEW,USAGE_STATISTIC",[NA],"SUBJECTIVE,OBJECTIVE",NONE,"PRESENCE,PUSH",PERIPHERAL_PLACEMENT,NO,[NA],NOT_MENTIONED,CURRENT,MEDIUM,LOW
ab6c880b327,1,xuLiteCoIlluminatingWorkspace2025,LiteCo: Illuminating Workspace Awareness and Social Connectedness with Ambient Display in Home Office,"Xu, Yuanyuan and Liu, Lu and Van Essen, Harm",2025,https://dl.acm.org/doi/10.1145/3706599.3719781,,,LiteCo,A connected-lighting ambient display with triangle and circle light strips showing office traffic density and flow to home workers,YES,"ADAIS,IOT","PROTOTYPE,USECASE,EVAL",INCREASE_AWARENESS,"SOCIAL,EVENTS","HOME,WORKPLACE",,,,,,,,,USER,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,LED,ARTIFICIAL,YES,12,HOURS,IN_LAB,USERS,WOZ,"INTERVIEW,OBSERVATION,COMMENTS",[NA],SUBJECTIVE,NONE,"PRESENCE,PULL",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,CURRENT,MEDIUM,MEDIUM
2d009b8fe1c,1,moreiraIncidentalAmbientVisualizations2024,Incidental Versus Ambient Visualizations: Comparing Cognitive and Mechanical Tasks,"Moreira, João and Pinto, Diogo and Mendes, Daniel and Gonçalves, Daniel",2024,https://ieeexplore.ieee.org/document/10923794/,,,Ambient Visualization,"Charts (bar, donut, line) shown continuously on a tablet screen beside a monitor to present data while a user performs a primary task",NO,ADAIS,"EVAL,DEFTAX",INCREASE_AWARENESS,OTHER,WORKPLACE,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,MEDIUM,SCREEN,ARTIFICIAL,YES,70,HOURS,IN_LAB,USERS,PROTOTYPE,TASK_PERFORMANCE,[NA],[NA],SALIENCE,PRESENCE,PERIPHERAL_PLACEMENT,NO,[NA],NOT_MENTIONED,CURRENT,SLOW,LOW
